Indicator,Type,Malware Families,Related Actors,Related Reports,Kill Chain
94.102.53.75,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
218.166.93.194,IP Address,Salityv3,SALTY SPIDER,--,--
face-opening.gl.at.ply.gg,Domain,njRATLime,--,--,--
1.117.42.60,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
psolver827.ddns.net,Domain,Remcos,--,--,--
188.215.235.110,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
139.159.203.44,IP Address,Meterpreter,--,--,Command & Control (C2)
85.152.32.68,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
tongpy.asselst.com,Domain,ChangemeRAT,--,--,Command & Control (C2)
dpcuqzgj0p5qg.cloudfront.net,Domain,DMGDownloader,--,--,Installation
colin.v6.rocks,Domain,ChangemeRAT,--,--,Command & Control (C2)
27.188.167.237,IP Address,Salityv3,SALTY SPIDER,--,--
143.92.56.37,IP Address,ChangemeRAT,--,--,Command & Control (C2)
69.232.48.67,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
154.91.64.132,IP Address,ChangemeRAT,--,--,Command & Control (C2)
cloudserviceupdate.top,Domain,--,MIRAGE TIGER,--,--
download-file.top,Domain,--,MIRAGE TIGER,--,--
ppra-tender.top,Domain,--,MIRAGE TIGER,--,--
services-online.top,Domain,--,MIRAGE TIGER,--,--
solutionsonline.top,Domain,--,MIRAGE TIGER,--,--
files-windows.top,Domain,--,MIRAGE TIGER,--,--
callumfgaming-29547.portmap.io,Domain,Quasar,--,--,Actions on Objectives
27.25.135.25,IP Address,Salityv3,SALTY SPIDER,--,--
d0b1-171-34-223-52.ngrok-free.app,Domain,AsyncRAT,--,--,--
m.qkjyaym.cn,Domain,AsyncRAT,--,--,--
azuycomp.com,Domain,BruteRatel,--,--,--
91.235.234.69,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
185.255.114.104,IP Address,Remcos,--,--,Command & Control (C2)
www.soloteck.tech,Domain,Remcos,--,--,--
37.39.251.137,IP Address,njRATLime,--,--,Command & Control (C2)
146.56.230.174,IP Address,AsyncRAT,--,--,Command & Control (C2)
101.43.248.36,IP Address,Meterpreter,--,--,Command & Control (C2)
tong.131456.xyz,Domain,ChangemeRAT,--,--,Command & Control (C2)
allay.x3322.net,Domain,AsyncRAT,--,--,--
37.114.37.177,IP Address,"AsyncRAT, Xworm",--,--,Command & Control (C2)
118.195.235.103,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
patients-councils.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
lopoo.duckdns.org,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
starlandak.shop,Domain,Octo,--,--,--
starlandakds.shop,Domain,Octo,--,--,--
starkalandas.shop,Domain,Octo,--,--,--
starlandakmanya.shop,Domain,Octo,--,--,--
8.217.196.111,IP Address,HelloBot,--,--,Command & Control (C2)
103.74.172.94,IP Address,AsyncRAT,--,--,Command & Control (C2)
rust.bluredcarnival.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
206.238.199.105,IP Address,ChangemeRAT,--,--,Command & Control (C2)
batuhanalzerdusoglu3125.com,Domain,Octo,--,--,--
batuhancemevioglu3125.com,Domain,Octo,--,--,--
batuhanbelevioglu3125.com,Domain,Octo,--,--,--
batuhanalevioglu3125.com,Domain,Octo,--,--,--
batuhansunnioglu3125.com,Domain,Octo,--,--,--
111.90.158.54,IP Address,Octo,--,--,Command & Control (C2)
tokenapprovalchecker.org,Domain,"Octo, SlashNext:SocialEngineering",--,--,--
tokenapprovalchecker.net,Domain,Octo,--,--,--
159.100.14.136,IP Address,Octo,--,--,Command & Control (C2)
tokenapprovalchecker.com,Domain,Octo,--,--,--
tokenapprovalchecker.info,Domain,"Octo, SlashNext:SocialEngineering",--,--,--
www.carssell.online,Domain,Rhadamanthys,--,--,--
1.12.248.183,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
bg1.heztak.pro,Domain,AsyncRAT,--,--,--
101.32.192.154,IP Address,ChangemeRAT,--,--,Command & Control (C2)
159.75.249.102,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
valeriamygirlinstripcalloc.com,Domain,Octo,--,--,--
valeriamygirlinstriprealloc.net,Domain,Octo,--,--,--
valeriamygirlinstripfree.net,Domain,Octo,--,--,--
valeriamygirlinstripmalloc.com,Domain,Octo,--,--,--
valeriamygirlinstripbrk.com,Domain,Octo,--,--,--
valeriamygirlinstripptr.com,Domain,Octo,--,--,--
valeriamygirlinstripfck.net,Domain,Octo,--,--,--
94.156.68.104,IP Address,Meterpreter,--,--,Command & Control (C2)
gallant-wood-21505.pktriot.net,Domain,"AsyncRAT, njRAT",--,--,--
cdn.tencentconsole.com,Domain,HelloBot,--,--,--
94.156.8.129,IP Address,Rhadamanthys,--,--,Command & Control (C2)
141.105.130.87,IP Address,AsyncRAT,--,--,Command & Control (C2)
joletap.gluvoob.com,Domain,PdfCaptchaLure21,--,--,Installation
36.138.75.233,IP Address,Meterpreter,--,--,Command & Control (C2)
bupomes.colod.co.za,Domain,PdfCaptchaLure21,--,--,Installation
54.249.129.206,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
privatedrive.cx,Domain,--,--,--,--
216.245.184.238,IP Address,--,--,--,--
120.48.5.80,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
mewijem.yftejum.com,Domain,PdfCaptchaLure21,--,--,Installation
maniek-server.ddns.net,Domain,Quasar,--,--,Actions on Objectives
194.33.45.166,IP Address,--,PUNK SPIDER,--,--
24.199.119.169,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
bepavib.ragaz.co.za,Domain,PdfCaptchaLure21,--,--,Installation
temumoma.oapsirs.com,Domain,PdfCaptchaLure21,--,--,Installation
cybersquirrel.dyndns.info,Domain,RMS,--,--,--
109.244.159.159,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
scambaiter11.ddns.net,Domain,AsyncRAT,--,--,--
expandawry.com,Domain,--,--,--,Command & Control (C2)
131.226.2.79,IP Address,--,--,--,Command & Control (C2)
185.123.100.141,IP Address,--,--,--,Command & Control (C2)
stemcrucial.com,Domain,--,--,--,Command & Control (C2)
exclaimtrout.com,Domain,--,--,--,Command & Control (C2)
unseenspleen.com,Domain,--,--,--,Command & Control (C2)
vetospinal.com,Domain,--,--,--,Command & Control (C2)
copemakeover.com,Domain,--,--,--,Command & Control (C2)
crestedcoach.com,Domain,--,--,--,Command & Control (C2)
chattyshrank.com,Domain,--,--,--,Command & Control (C2)
87.121.45.59,IP Address,--,--,--,Command & Control (C2)
37.120.247.213,IP Address,--,--,--,Command & Control (C2)
188.68.229.58,IP Address,--,--,--,Command & Control (C2)
166.88.35.88,IP Address,--,--,--,Command & Control (C2)
185.62.58.58,IP Address,--,--,--,Command & Control (C2)
164.215.103.246,IP Address,--,--,--,Command & Control (C2)
aykutpo.ru,Domain,--,PRIMITIVE BEAR,--,--
altugpo.ru,Domain,--,PRIMITIVE BEAR,--,--
asxcq.ru,Domain,--,PRIMITIVE BEAR,--,--
cathedrales.ru,Domain,--,PRIMITIVE BEAR,--,--
bukatam.ru,Domain,--,PRIMITIVE BEAR,--,--
boborak.ru,Domain,--,PRIMITIVE BEAR,--,--
pohudim.ru,Domain,--,PRIMITIVE BEAR,--,--
staltulos.ru,Domain,--,PRIMITIVE BEAR,--,--
corvusso.ru,Domain,--,PRIMITIVE BEAR,--,--
naborzi.ru,Domain,--,PRIMITIVE BEAR,--,--
butiram.ru,Domain,--,PRIMITIVE BEAR,--,--
arcticos.ru,Domain,--,PRIMITIVE BEAR,--,--
kutoral.ru,Domain,--,PRIMITIVE BEAR,--,--
tenterons.ru,Domain,--,PRIMITIVE BEAR,--,--
youdad.ru,Domain,--,PRIMITIVE BEAR,--,--
verdigo.ru,Domain,--,PRIMITIVE BEAR,--,--
overjoyed.ru,Domain,--,PRIMITIVE BEAR,--,--
lokalut.ru,Domain,--,PRIMITIVE BEAR,--,--
libraso.ru,Domain,--,PRIMITIVE BEAR,--,--
haramad.ru,Domain,--,PRIMITIVE BEAR,--,--
kiliq.ru,Domain,--,PRIMITIVE BEAR,--,--
gitorfa.ru,Domain,--,PRIMITIVE BEAR,--,--
kafiripa.ru,Domain,--,PRIMITIVE BEAR,--,--
goruspa.ru,Domain,--,PRIMITIVE BEAR,--,--
itoram.ru,Domain,--,PRIMITIVE BEAR,--,--
neiroland.ru,Domain,--,PRIMITIVE BEAR,--,--
andobex.ru,Domain,--,PRIMITIVE BEAR,--,--
rogac.ru,Domain,--,PRIMITIVE BEAR,--,--
siphilos.ru,Domain,--,PRIMITIVE BEAR,--,--
ayarimar.ru,Domain,--,PRIMITIVE BEAR,--,--
ozirisso.ru,Domain,--,PRIMITIVE BEAR,--,--
jutara.ru,Domain,--,PRIMITIVE BEAR,--,--
havxcq.ru,Domain,--,PRIMITIVE BEAR,--,--
labellen.ru,Domain,--,PRIMITIVE BEAR,--,--
hopers.ru,Domain,--,PRIMITIVE BEAR,--,--
menesso.ru,Domain,--,PRIMITIVE BEAR,--,--
adjoining.ru,Domain,--,PRIMITIVE BEAR,--,--
alpaslanpo.ru,Domain,--,PRIMITIVE BEAR,--,--
turonaf.ru,Domain,--,PRIMITIVE BEAR,--,--
reposant.ru,Domain,--,PRIMITIVE BEAR,--,--
novensilesto.ru,Domain,--,PRIMITIVE BEAR,--,--
distichonmos.ru,Domain,--,PRIMITIVE BEAR,--,--
curates.ru,Domain,--,PRIMITIVE BEAR,--,--
dedesir.ru,Domain,--,PRIMITIVE BEAR,--,--
barutipi.ru,Domain,--,PRIMITIVE BEAR,--,--
lizimbaso.ru,Domain,--,PRIMITIVE BEAR,--,--
galofad.ru,Domain,--,PRIMITIVE BEAR,--,--
iloham.ru,Domain,--,PRIMITIVE BEAR,--,--
govnoc.ru,Domain,--,PRIMITIVE BEAR,--,--
herculeso.ru,Domain,--,PRIMITIVE BEAR,--,--
kemoziripa.ru,Domain,--,PRIMITIVE BEAR,--,--
lefant.ru,Domain,--,PRIMITIVE BEAR,--,--
gilohar.ru,Domain,--,PRIMITIVE BEAR,--,--
larumtos.ru,Domain,--,PRIMITIVE BEAR,--,--
lotgunok.ru,Domain,--,PRIMITIVE BEAR,--,--
azizibo.ru,Domain,--,PRIMITIVE BEAR,--,--
aytyurkpo.ru,Domain,--,PRIMITIVE BEAR,--,--
agasypo.ru,Domain,--,PRIMITIVE BEAR,--,--
rotosol.ru,Domain,--,PRIMITIVE BEAR,--,--
seriolapi.ru,Domain,--,PRIMITIVE BEAR,--,--
nododru.ru,Domain,--,PRIMITIVE BEAR,--,--
gawsxc.ru,Domain,--,PRIMITIVE BEAR,--,--
liberes.ru,Domain,--,PRIMITIVE BEAR,--,--
hulom.ru,Domain,--,PRIMITIVE BEAR,--,--
iuppitertos.ru,Domain,--,PRIMITIVE BEAR,--,--
gutaram.ru,Domain,--,PRIMITIVE BEAR,--,--
haramq.ru,Domain,--,PRIMITIVE BEAR,--,--
aurigaso.ru,Domain,--,PRIMITIVE BEAR,--,--
aydynpo.ru,Domain,--,PRIMITIVE BEAR,--,--
allohad.ru,Domain,--,PRIMITIVE BEAR,--,--
buraman.ru,Domain,--,PRIMITIVE BEAR,--,--
altamishpo.ru,Domain,--,PRIMITIVE BEAR,--,--
andromedas.ru,Domain,--,PRIMITIVE BEAR,--,--
agshinpo.ru,Domain,--,PRIMITIVE BEAR,--,--
anguillapi.ru,Domain,--,PRIMITIVE BEAR,--,--
mordavod.ru,Domain,--,PRIMITIVE BEAR,--,--
artakos.ru,Domain,--,PRIMITIVE BEAR,--,--
bromusmos.ru,Domain,--,PRIMITIVE BEAR,--,--
bourtos.ru,Domain,--,PRIMITIVE BEAR,--,--
consentesto.ru,Domain,--,PRIMITIVE BEAR,--,--
butamat.ru,Domain,--,PRIMITIVE BEAR,--,--
spatulapi.ru,Domain,--,PRIMITIVE BEAR,--,--
anguisbi.ru,Domain,--,PRIMITIVE BEAR,--,--
adempo.ru,Domain,--,PRIMITIVE BEAR,--,--
butanok.ru,Domain,--,PRIMITIVE BEAR,--,--
banrasac.ru,Domain,--,PRIMITIVE BEAR,--,--
ragolum.ru,Domain,--,PRIMITIVE BEAR,--,--
muhvanazi.ru,Domain,--,PRIMITIVE BEAR,--,--
nandayo.ru,Domain,--,PRIMITIVE BEAR,--,--
tulacon.ru,Domain,--,PRIMITIVE BEAR,--,--
matrixod.ru,Domain,--,PRIMITIVE BEAR,--,--
wahibabo.ru,Domain,--,PRIMITIVE BEAR,--,--
weratas.ru,Domain,--,PRIMITIVE BEAR,--,--
stereotyped.ru,Domain,--,PRIMITIVE BEAR,--,--
mensaso.ru,Domain,--,PRIMITIVE BEAR,--,--
nicsan.ru,Domain,--,PRIMITIVE BEAR,--,--
amonbo.ru,Domain,--,PRIMITIVE BEAR,--,--
novichoc.ru,Domain,--,PRIMITIVE BEAR,--,--
virgoso.ru,Domain,--,PRIMITIVE BEAR,--,--
turac.ru,Domain,--,PRIMITIVE BEAR,--,--
monitral.ru,Domain,--,PRIMITIVE BEAR,--,--
xenophorm.ru,Domain,--,PRIMITIVE BEAR,--,--
ytural.ru,Domain,--,PRIMITIVE BEAR,--,--
scattered.ru,Domain,--,PRIMITIVE BEAR,--,--
tologam.ru,Domain,--,PRIMITIVE BEAR,--,--
orvillo.ru,Domain,--,PRIMITIVE BEAR,--,--
semikos.ru,Domain,--,PRIMITIVE BEAR,--,--
domestikon.ru,Domain,--,PRIMITIVE BEAR,--,--
donkorpa.ru,Domain,--,PRIMITIVE BEAR,--,--
aydoganpo.ru,Domain,--,PRIMITIVE BEAR,--,--
nuteas.ru,Domain,--,PRIMITIVE BEAR,--,--
nalfas.ru,Domain,--,PRIMITIVE BEAR,--,--
faliv.ru,Domain,--,PRIMITIVE BEAR,--,--
nahalx.ru,Domain,--,PRIMITIVE BEAR,--,--
noportor.ru,Domain,--,PRIMITIVE BEAR,--,--
dzhabaripa.ru,Domain,--,PRIMITIVE BEAR,--,--
earsplitting.ru,Domain,--,PRIMITIVE BEAR,--,--
neythzi.ru,Domain,--,PRIMITIVE BEAR,--,--
quiapour.ru,Domain,--,PRIMITIVE BEAR,--,--
eldjip.ru,Domain,--,PRIMITIVE BEAR,--,--
progerod.ru,Domain,--,PRIMITIVE BEAR,--,--
noprotal.ru,Domain,--,PRIMITIVE BEAR,--,--
agakiypo.ru,Domain,--,PRIMITIVE BEAR,--,--
dzhibeydpa.ru,Domain,--,PRIMITIVE BEAR,--,--
butoza.ru,Domain,--,PRIMITIVE BEAR,--,--
boraito.ru,Domain,--,PRIMITIVE BEAR,--,--
buratos.ru,Domain,--,PRIMITIVE BEAR,--,--
boptizol.ru,Domain,--,PRIMITIVE BEAR,--,--
nikortal.ru,Domain,--,PRIMITIVE BEAR,--,--
bortorad.ru,Domain,--,PRIMITIVE BEAR,--,--
agastanpo.ru,Domain,--,PRIMITIVE BEAR,--,--
cresozoq.ru,Domain,--,PRIMITIVE BEAR,--,--
batoh.ru,Domain,--,PRIMITIVE BEAR,--,--
baraslx.ru,Domain,--,PRIMITIVE BEAR,--,--
wefxzaq.ru,Domain,--,PRIMITIVE BEAR,--,--
baharas.ru,Domain,--,PRIMITIVE BEAR,--,--
agonizing.ru,Domain,--,PRIMITIVE BEAR,--,--
caelestisto.ru,Domain,--,PRIMITIVE BEAR,--,--
ishakpa.ru,Domain,--,PRIMITIVE BEAR,--,--
lesetoiles.ru,Domain,--,PRIMITIVE BEAR,--,--
inermisos.ru,Domain,--,PRIMITIVE BEAR,--,--
lesartistes.ru,Domain,--,PRIMITIVE BEAR,--,--
lopraqum.ru,Domain,--,PRIMITIVE BEAR,--,--
maniacal.ru,Domain,--,PRIMITIVE BEAR,--,--
logans.ru,Domain,--,PRIMITIVE BEAR,--,--
geniusto.ru,Domain,--,PRIMITIVE BEAR,--,--
jafata.ru,Domain,--,PRIMITIVE BEAR,--,--
hanotip.ru,Domain,--,PRIMITIVE BEAR,--,--
lasculpture.ru,Domain,--,PRIMITIVE BEAR,--,--
kemnebipa.ru,Domain,--,PRIMITIVE BEAR,--,--
gularam.ru,Domain,--,PRIMITIVE BEAR,--,--
imenandpa.ru,Domain,--,PRIMITIVE BEAR,--,--
hugardj.ru,Domain,--,PRIMITIVE BEAR,--,--
golohor.ru,Domain,--,PRIMITIVE BEAR,--,--
kolidas.ru,Domain,--,PRIMITIVE BEAR,--,--
furamun.ru,Domain,--,PRIMITIVE BEAR,--,--
gustavas.ru,Domain,--,PRIMITIVE BEAR,--,--
kahotepa.ru,Domain,--,PRIMITIVE BEAR,--,--
kolontra.ru,Domain,--,PRIMITIVE BEAR,--,--
koseyso.ru,Domain,--,PRIMITIVE BEAR,--,--
ideolot.ru,Domain,--,PRIMITIVE BEAR,--,--
gutav.ru,Domain,--,PRIMITIVE BEAR,--,--
jurdaon.ru,Domain,--,PRIMITIVE BEAR,--,--
logitrap.ru,Domain,--,PRIMITIVE BEAR,--,--
kandrafolos.ru,Domain,--,PRIMITIVE BEAR,--,--
ftrh.ru,Domain,--,PRIMITIVE BEAR,--,--
auxiliatos.ru,Domain,--,PRIMITIVE BEAR,--,--
disillusioned.ru,Domain,--,PRIMITIVE BEAR,--,--
bootesso.ru,Domain,--,PRIMITIVE BEAR,--,--
aydinpo.ru,Domain,--,PRIMITIVE BEAR,--,--
addzhobo.ru,Domain,--,PRIMITIVE BEAR,--,--
nalogw.ru,Domain,--,PRIMITIVE BEAR,--,--
statuesque.ru,Domain,--,PRIMITIVE BEAR,--,--
venustos.ru,Domain,--,PRIMITIVE BEAR,--,--
zeraon.ru,Domain,--,PRIMITIVE BEAR,--,--
rvawc.ru,Domain,--,PRIMITIVE BEAR,--,--
varials.ru,Domain,--,PRIMITIVE BEAR,--,--
reforto.ru,Domain,--,PRIMITIVE BEAR,--,--
olduhik.ru,Domain,--,PRIMITIVE BEAR,--,--
varakal.ru,Domain,--,PRIMITIVE BEAR,--,--
elvalos.ru,Domain,--,PRIMITIVE BEAR,--,--
porotad.ru,Domain,--,PRIMITIVE BEAR,--,--
yokal.ru,Domain,--,PRIMITIVE BEAR,--,--
tomatron.ru,Domain,--,PRIMITIVE BEAR,--,--
iknatonpa.ru,Domain,--,PRIMITIVE BEAR,--,--
mojavebo.ru,Domain,--,PRIMITIVE BEAR,--,--
maplils.ru,Domain,--,PRIMITIVE BEAR,--,--
fushiguro.ru,Domain,--,PRIMITIVE BEAR,--,--
kuaashiso.ru,Domain,--,PRIMITIVE BEAR,--,--
invictusto.ru,Domain,--,PRIMITIVE BEAR,--,--
fortunatos.ru,Domain,--,PRIMITIVE BEAR,--,--
fausts.ru,Domain,--,PRIMITIVE BEAR,--,--
gajasx.ru,Domain,--,PRIMITIVE BEAR,--,--
kaziyapa.ru,Domain,--,PRIMITIVE BEAR,--,--
knemuso.ru,Domain,--,PRIMITIVE BEAR,--,--
buritoc.ru,Domain,--,PRIMITIVE BEAR,--,--
barrimor.ru,Domain,--,PRIMITIVE BEAR,--,--
maatso.ru,Domain,--,PRIMITIVE BEAR,--,--
azibobo.ru,Domain,--,PRIMITIVE BEAR,--,--
faturan.ru,Domain,--,PRIMITIVE BEAR,--,--
luzidzhso.ru,Domain,--,PRIMITIVE BEAR,--,--
indigetesto.ru,Domain,--,PRIMITIVE BEAR,--,--
marimashe.ru,Domain,--,PRIMITIVE BEAR,--,--
joofas.ru,Domain,--,PRIMITIVE BEAR,--,--
195.146.6.52,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
aptitudeclip.com,Domain,TwoPence/Electric,--,--,Installation > Command & Control (C2)
aflameprepay.com,Domain,TwoPence/Electric,--,--,Installation > Command & Control (C2)
82.156.151.200,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
155.254.60.171,IP Address,TwoPence/Electric,--,--,Installation > Command & Control (C2)
88.119.169.147,IP Address,TwoPence/Electric,--,--,Installation > Command & Control (C2)
103.163.208.121,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
lolzpopbob-31243.portmap.host,Domain,AsyncRAT,--,--,--
175.178.45.134,IP Address,Meterpreter,--,--,Command & Control (C2)
101.43.252.53,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
dppy8bbk.com,Domain,Remcos,--,--,--
103.163.208.190,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
89.109.50.181,IP Address,njRAT,--,--,Command & Control (C2)
poleneloperrol.top,Domain,NetSupportRAT,--,--,--
finestealbangs.com,Domain,NetSupportRAT,--,--,--
43.129.31.231,IP Address,AsyncRAT,--,--,Command & Control (C2)
176.114.202.144,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
sudo.mine.nu,Domain,Quasar,--,--,Actions on Objectives
60.204.222.75,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
87.120.84.232,IP Address,Rhadamanthys,--,--,Command & Control (C2)
119.91.209.244,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
sdfsdjhswdbjhd.con-ip.com,Domain,Remcos,--,--,--
193.233.255.96,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
5.181.234.35,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
mikemikemic.com,Domain,Netwire,--,--,--
honesty.ddns.net,Domain,NanoCore,--,--,--
101.43.228.101,IP Address,AsyncRAT,--,--,Command & Control (C2)
147.45.44.13,IP Address,Rhadamanthys,--,--,Command & Control (C2)
106.53.186.12,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
103.245.236.118,IP Address,AsyncRAT,--,--,Command & Control (C2)
5.42.65.114,IP Address,DoshellStealer,--,--,--
eercs.com,Domain,--,--,--,--
eviatam1.ddns.net,Domain,NanoCore,--,--,--
lordsalan.webredirect.org,Domain,AsyncRAT,--,--,--
193.222.96.75,IP Address,Remcos,--,--,Command & Control (C2)
vendas0803.blogspot.com,Domain,Horabot,--,--,--
23.224.174.186,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
139.84.140.146,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
58.161.178.162,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
194.68.170.54,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
overall-meyer.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
95.164.45.242,IP Address,PlatypusTermite,--,--,Command & Control (C2)
mailmofagovmm.mofa.email,Domain,--,RAZOR TIGER,--,--
111.255.147.226,IP Address,Salityv3,SALTY SPIDER,--,--
pmd-office.com,Domain,--,--,--,--
moemaldives.pmd-office.com,Domain,--,--,--,--
zero2six2.duckdns.org,Domain,Quasar,--,--,Actions on Objectives
128.199.141.212,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
buike0148.duckdns.org,Domain,Remcos,--,--,--
193.124.205.49,IP Address,AsyncRAT,--,--,Command & Control (C2)
cool-sound-92123.pktriot.net,Domain,AhMyth,--,--,Actions on Objectives
119.162.14.84,IP Address,Salityv3,SALTY SPIDER,--,--
zetakituru.ragaz.co.za,Domain,PdfCaptchaLure21,--,--,Installation
